413,Failure to record amperage increase,عدم ثبت افزایش آمپراژ,11/23/2021,02/09/1400
414,Changes,تغییرات,11/23/2021,02/09/1400
415,Branch cable,کابل انشعاب,11/23/2021,02/09/1400
416,Inventory of the district,موجودی ناحیه,11/23/2021,02/09/1400
417,Delete request,حذف درخواست,11/23/2021,02/09/1400
418,Request to change the requested branch name,درخواست تغییر نام انشعاب درخواستی,11/23/2021,02/09/1400
419,Approval of exemption,تایید معافیت,11/23/2021,02/09/1400
420,Error creating record,خطای ایجاد سابقه,11/23/2021,02/09/1400
421,Request power changes,تغییرات قدرت درخواست,11/24/2021,03/09/1400
422,Change phone number,تغییر شماره تلفن,11/24/2021,03/09/1400
423,Changes,تغییرات,11/24/2021,03/09/1400
424,Collect request,جمع آوری درخواست,11/24/2021,03/09/1400
425,Request changes,تغییرات درخواست,11/27/2021,06/09/1400
426,Direct purchase exemption,معافیت خرید مستقیم,11/27/2021,06/09/1400
427,Impossibility of creating a record,عدم امکان ایجاد سابقه,11/27/2021,06/09/1400
428,Record,ثبت,11/27/2021,06/09/1400
429,Collect request,جمع آوری درخواست,11/27/2021,06/09/1400
430,Commission,کمیسیون,11/27/2021,06/09/1400
431,Failure to display the purchased meter,عدم نمایش کنتور خریداری شده,11/27/2021,06/09/1400
432,Return from the purchase of the meter,بازگشت از خرید کنتور,11/27/2021,06/09/1400
433,Approval of exemption,تایید معافیت,11/27/2021,06/09/1400
434,Approval of meter exemption,تایید معافیت کنتور,11/28/2021,07/09/1400
435,Impossibility of creating a record,عدم امکان ایجاد سابقه,11/28/2021,07/09/1400
436,Representative registration,ثبت نماینده,11/28/2021,07/09/1400
437,Branching fee collection,جمع آوری هزینه انشعاب,11/28/2021,07/09/1400
438,Exemption from payment of branching fee,معافیت در پرداخت هزینه انشعاب,11/28/2021,07/09/1400
439,Branch installation,نصب انشعاب,11/28/2021,07/09/1400
440,Record error,خطای ثبت سابقه,11/29/2021,08/09/1400
441,Replacement of equipment,تعویض لوازم,11/29/2021,08/09/1400
442,meter,کنتور,11/29/2021,08/09/1400
443,Error creating record,خطای ایجاد سابقه,11/29/2021,08/09/1400
444,Wrong national code,کد ملی اشتباه,11/30/2021,09/09/1400
445,National code error,خطای کد ملی,11/30/2021,09/09/1400
446,Failure to register equipment information,عدم ثبت اطلاعات تجهیز,11/30/2021,09/09/1400
447, Collect,جمع آوری ,11/30/2021,09/09/1400
448,Wrong national code,کد ملی اشتباه,11/30/2021,09/09/1400
449,Branching fee collection,جمع آوری هزینه انشعاب,11/30/2021,09/09/1400
450,Reduction of amperage,کاهش آمپراژ,11/30/2021,09/09/1400
451,Purchased meter,کنتور خریداری شده,11/30/2021,09/09/1400
452,Representative registration,ثبت نماینده,12/1/2021,10/09/1400
453,No change in the contractor,عدم تغییر در پیمانکار,12/1/2021,10/09/1400
454,Approval of exemption,تایید معافیت,12/1/2021,10/09/1400
455,It is not possible to send a link,عدم امکان ارسال لینک,12/1/2021,10/09/1400
456,Failure to record amperage increase,عدم ثبت افزایش آمپراژ,12/1/2021,10/09/1400
457,Company commitment applicant,متقاضی تعهد شرکت,12/1/2021,10/09/1400
458,Wrong national code,کد ملی اشتباه,12/4/2021,13/09/1400
459,Change in request,تغییر در درخواست,12/4/2021,13/09/1400
460,No information error,خطای عدم وجود اطلاعات,12/4/2021,13/09/1400
461,Request to change the requested branch name,درخواست تغییر نام انشعاب درخواستی,12/4/2021,13/09/1400
462,National code error,خطای کد ملی,12/4/2021,13/09/1400
463,displacement,جابه جایی,12/4/2021,13/09/1400
464,Request to change the requested branch name,درخواست تغییر نام انشعاب درخواستی,12/4/2021,13/09/1400
465,Increment error,خطای افزایش,12/4/2021,13/09/1400
466,Direct purchase link,لینک خرید مستقیم,12/4/2021,13/09/1400
467,agreement,توافق نامه,12/4/2021,13/09/1400
468,Change phone number,تغییر شماره تلفن,12/4/2021,13/09/1400
469,Failure to register the national application code,عدم ثبت کد ملی درخواست,12/4/2021,13/09/1400
470,Changing the national code,تغییر کد ملی,12/4/2021,13/09/1400
471,Error in national code,خطا در کد ملی,12/4/2021,13/09/1400
472,Wrong national code,کد ملی اشتباه,12/4/2021,13/09/1400
473,No change in the contractor,عدم تغییر در پیمانکار,12/5/2021,14/09/1400
474,Changing the national code,تغییر کد ملی,12/5/2021,14/09/1400
475,Failure to record amperage increase,عدم ثبت افزایش آمپراژ,12/5/2021,14/09/1400
476,Change of name in branch application,تغییر نام در درخواست انشعاب,12/5/2021,14/09/1400
477,Direct link,لینک ارسال مستقیم,12/6/2021,15/09/1400
478, Collect,جمع آوری ,12/6/2021,15/09/1400
479,Registration of exemption,ثبت معافیت,12/6/2021,15/09/1400
480,commission,کمیسون,12/6/2021,15/09/1400
481,Registration of exemption,ثبت معافیت,12/6/2021,15/09/1400
482,Collect request,جمع آوری درخواست,12/6/2021,15/09/1400
483,Name change request,درخواست تغییر نام,12/6/2021,15/09/1400
484,the receipt,فیش,12/6/2021,15/09/1400
485,Change the name of the branch,تغییر نام انشعاب,12/6/2021,15/09/1400
486,Replacement of equipment,تعویض لوازم,12/6/2021,15/09/1400
487,Installation submission error,خطای ارسال نصب,12/7/2021,16/09/1400
488,Commission,کمیسیون,12/7/2021,16/09/1400
489,Lack of meter inventory,عدم موجودی کنتور,12/7/2021,16/09/1400
490,Error creating record,خطای ایجاد سابقه,12/7/2021,16/09/1400
491,Commission,کمیسیون,12/7/2021,16/09/1400
492,Delete request,حذف درخواست,12/7/2021,16/09/1400
493,Meter installation,نصب کنتور,12/8/2021,17/09/1400
494,Branch,انشعاب,12/8/2021,17/09/1400
495,Inventory of the district,موجودی ناحیه,12/8/2021,17/09/1400
496,No meter,عدم وجود کنتور,12/8/2021,17/09/1400
497,Phone error,خطای تلفن,12/8/2021,17/09/1400
498,commission,کمیسون,12/8/2021,17/09/1400
499,Application Number,شماره درخواست,12/8/2021,17/09/1400
500,No meter,عدم وجود کنتور,12/8/2021,17/09/1400
501,meter,کنتور,12/8/2021,17/09/1400
502,Design Commission,کمسیون طرح,12/8/2021,17/09/1400
503,Replacement of equipment,تعویض لوازم,12/11/2021,20/09/1400
504,Direct link,لینک ارسال مستقیم,12/11/2021,20/09/1400
505,It is not possible to send a link,عدم امکان ارسال لینک,12/11/2021,20/09/1400
506,Reduction of amperage,کاهش آمپراژ,12/11/2021,20/09/1400
507,Approval of exemption,تایید معافیت,12/11/2021,20/09/1400
508,Increment error,خطای افزایش,12/11/2021,20/09/1400
509,Change phone number,تغییر شماره تلفن,12/11/2021,20/09/1400
510,Wrong national code,کد ملی اشتباه,12/12/2021,21/09/1400
511,Approval of exemption,تایید معافیت,12/12/2021,21/09/1400
512,Change the name of the branch,تغییر نام انشعاب,12/12/2021,21/09/1400
513,Meter installation,نصب کنتور,12/12/2021,21/09/1400
514,Request to change the requested branch name,درخواست تغییر نام انشعاب درخواستی,12/12/2021,21/09/1400
515,Failure to register the national application code,عدم ثبت کد ملی درخواست,12/12/2021,21/09/1400
516,Failure to record amperage increase,عدم ثبت افزایش آمپراژ,12/13/2021,22/09/1400
517,Changes,تغییرات,12/13/2021,22/09/1400
518,Reduction of amperage,کاهش آمپراژ,12/13/2021,22/09/1400
519,Branch,انشعاب,12/13/2021,22/09/1400
520,Record,ثبت,12/13/2021,22/09/1400
521,Exemption from payment of branching fee,معافیت در پرداخت هزینه انشعاب,12/13/2021,22/09/1400
522,Name change request,درخواست تغییر نام,12/13/2021,22/09/1400
523, Collect,جمع آوری ,12/13/2021,22/09/1400
524,Branching fee collection,جمع آوری هزینه انشعاب,12/13/2021,22/09/1400
525,Branch installation,نصب انشعاب,12/13/2021,22/09/1400
526,Wrong national code,کد ملی اشتباه,12/14/2021,23/09/1400
527,Changes,تغییرات,12/14/2021,23/09/1400
528,Change of name in branch application,تغییر نام در درخواست انشعاب,12/14/2021,23/09/1400
529,Changing the national code,تغییر کد ملی,12/14/2021,23/09/1400
530,Direct purchase link,لینک خرید مستقیم,12/14/2021,23/09/1400
531, Modify the receipt,اصلاح فیش ,12/14/2021,23/09/1400
532,Power changes,تغییرات قدرت,12/14/2021,23/09/1400
533,Failure to register an application,عدم ثبت درخواست,12/14/2021,23/09/1400
534,Wrong national code,کد ملی اشتباه,12/14/2021,23/09/1400
535,Changing the national code,تغییر کد ملی,12/14/2021,23/09/1400
536,Changing the national code,تغییر کد ملی,12/14/2021,23/09/1400
537,Failure to register the national code,عدم ثبت کد ملی,12/14/2021,23/09/1400
538,Collect request,جمع آوری درخواست,12/15/2021,24/09/1400
539,It is not possible to change the request,عدم امکان تغییر درخواست,12/15/2021,24/09/1400
540,Increment error,خطای افزایش,12/15/2021,24/09/1400
541,It is not possible to change the request,عدم امکان تغییر درخواست,12/15/2021,24/09/1400
542,agreement,توافق نامه,12/15/2021,24/09/1400
543,It is not possible to change the request,عدم امکان تغییر درخواست,12/15/2021,24/09/1400
544,Application Number,شماره درخواست,12/15/2021,24/09/1400
545,It is not possible to send a link,عدم امکان ارسال لینک,12/18/2021,27/09/1400
546,Direct purchase link,لینک خرید مستقیم,12/18/2021,27/09/1400
547,Branch fee slip,فیش هزینه انشعاب,12/18/2021,27/09/1400
548,Branch fee approval,تایید هزینه انشعاب,12/18/2021,27/09/1400
549,Branch,انشعاب,12/18/2021,27/09/1400
550,commission,کمیسون,12/19/2021,28/09/1400
551,Failure to register an application,عدم ثبت درخواست,12/19/2021,28/09/1400
552,Commission change,تغیییر کمیسیون,12/19/2021,28/09/1400
553,Failure to register the national application code,عدم ثبت کد ملی درخواست,12/19/2021,28/09/1400
554,the receipt,فیش,12/19/2021,28/09/1400
555,change phone,تغییر تلفن,12/19/2021,28/09/1400
556,Confirmation of meter purchase,تایید خرید کنتور,12/20/2021,29/09/1400
557,change phone,تغییر تلفن,12/20/2021,29/09/1400
558, Modify the receipt,اصلاح فیش ,12/20/2021,29/09/1400
559,Inventory of the district,موجودی ناحیه,12/20/2021,29/09/1400
560,Meter fee return,بازگشت هزینه کنتور,12/20/2021,29/09/1400
561,Application Number,شماره درخواست,12/20/2021,29/09/1400
562,Failure to register the national application code,عدم ثبت کد ملی درخواست,12/20/2021,29/09/1400
563,Change of name in branch application,تغییر نام در درخواست انشعاب,12/20/2021,29/09/1400
564,It is not possible to change the request,عدم امکان تغییر درخواست,12/21/2021,30/09/1400
565,Purchase confirmation request,درخواست تایید خرید,12/21/2021,30/09/1400
566,Changing the national code,تغییر کد ملی,12/21/2021,30/09/1400
567,Send direct link,ارسال لینک مستقیم,12/21/2021,30/09/1400
568,Confirmation of meter purchase,تایید خرید کنتور,12/21/2021,30/09/1400
569,Collect request,جمع آوری درخواست,12/21/2021,30/09/1400
570,Approval of meter exemption,تایید معافیت کنتور,12/22/2021,01/10/1400
571,change phone,تغییر تلفن,12/22/2021,01/10/1400
572,Request to change the requested branch name,درخواست تغییر نام انشعاب درخواستی,12/22/2021,01/10/1400
573,Branch cable,کابل انشعاب,12/22/2021,01/10/1400
574,Collect request,جمع آوری درخواست,12/22/2021,01/10/1400
575,Record error,خطای ثبت سابقه,12/22/2021,01/10/1400
576,Counter payment return,بازگشت وجه کنتور,12/22/2021,01/10/1400
577,Buy a meter,خرید کنتور,12/22/2021,01/10/1400
578,Failure to record amperage increase,عدم ثبت افزایش آمپراژ,12/22/2021,01/10/1400
579,Moving equipment,جابه جایی تجهیزات,12/22/2021,01/10/1400
580,My age system,سامانه سنم,12/25/2021,04/10/1400
581,Failure to register the national code,عدم ثبت کد ملی,12/25/2021,04/10/1400
582,Request for exemption in direct purchase,درخواست معافیت در خرید مستقیم,12/25/2021,04/10/1400
583,Meter fee return,بازگشت هزینه کنتور,12/25/2021,04/10/1400
584,the receipt,فیش,12/25/2021,04/10/1400
585,Confirmation of meter purchase,تایید خرید کنتور,12/25/2021,04/10/1400
586,Moving the meter,جابه جایی کنتور,12/25/2021,04/10/1400
587,name change,تغییر نام,12/25/2021,04/10/1400
588,Request to change the requested branch name,درخواست تغییر نام انشعاب درخواستی,12/26/2021,05/10/1400
589,Approval of meter exemption,تایید معافیت کنتور,12/26/2021,05/10/1400
590,Branch cost modification,اصلاح هزینه انشعاب,12/26/2021,05/10/1400
591,Collect,جمع آوری,12/26/2021,05/10/1400
592,Commission,کمیسیون,12/26/2021,05/10/1400
593,Collect,جمع آوری,12/26/2021,05/10/1400
594,Failure to register an application,عدم ثبت درخواست,12/26/2021,05/10/1400
595,Unable to send to installation,عدم امکان ارسال به نصب,12/27/2021,06/10/1400
596,Counter payment return,بازگشت وجه کنتور,12/27/2021,06/10/1400
597,National code error,خطای کد ملی,12/27/2021,06/10/1400
598,Purchase confirmation request,درخواست تایید خرید,12/27/2021,06/10/1400
599,Branch cable,کابل انشعاب,12/27/2021,06/10/1400
600,change phone,تغییر تلفن,12/27/2021,06/10/1400
601,Exemption,معافیت,12/28/2021,07/10/1400
602,Branch,انشعاب,12/28/2021,07/10/1400
603,Purchase confirmation request,درخواست تایید خرید,12/28/2021,07/10/1400
604,It is not possible to change the request,عدم امکان تغییر درخواست,12/28/2021,07/10/1400
605,No change in the contractor,عدم تغییر در پیمانکار,12/28/2021,07/10/1400
606,Changing the national code,تغییر کد ملی,12/28/2021,07/10/1400
607,Exemption from payment of branching fee,معافیت در پرداخت هزینه انشعاب,12/28/2021,07/10/1400
608,Cable request,درخواست کابل,12/28/2021,07/10/1400
609,Request error,خطا درخواست,12/29/2021,08/10/1400
610,Lack of meter inventory,عدم موجودی کنتور,12/29/2021,08/10/1400
611,Equipment price,قیمت تجهیزات,12/29/2021,08/10/1400
612,Inventory of the district,موجودی ناحیه,12/29/2021,08/10/1400
613,Change of name in branch application,تغییر نام در درخواست انشعاب,12/29/2021,08/10/1400
614,Name change request,درخواست تغییر نام,12/29/2021,08/10/1400
615,Return from the purchase of the meter,بازگشت از خرید کنتور,1/1/2022,11/10/1400
616,name change,تغییر نام,1/1/2022,11/10/1400
617,Request changes,تغییرات درخواست,1/1/2022,11/10/1400
618,Change the name of the branch,تغییر نام انشعاب,1/1/2022,11/10/1400
619,Phone error,خطای تلفن,1/1/2022,11/10/1400
620,Representative registration,ثبت نماینده,1/2/2022,12/10/1400
621,commission,کمیسون,1/2/2022,12/10/1400
622,Installation request,نصب درخواست,1/2/2022,12/10/1400
623,Phone error,خطای تلفن,1/2/2022,12/10/1400
624,meter,کنتور,1/3/2022,13/10/1400
625,Request for exemption in direct purchase,درخواست معافیت در خرید مستقیم,1/3/2022,13/10/1400
626,Lack of meter inventory,عدم موجودی کنتور,1/3/2022,13/10/1400
627,Rename request,تغییر نام درخواست,1/3/2022,13/10/1400
628,Direct purchase exemption,معافیت خرید مستقیم,1/3/2022,13/10/1400
629,Collect request,جمع آوری درخواست,1/3/2022,13/10/1400
630,Phone error,خطای تلفن,1/3/2022,13/10/1400
631,National code error,خطای کد ملی,1/4/2022,14/10/1400
632,It is not possible to send a link,عدم امکان ارسال لینک,1/4/2022,14/10/1400
633,Failure to register an application,عدم ثبت درخواست,1/4/2022,14/10/1400
634,Company commitment applicant,متقاضی تعهد شرکت,1/4/2022,14/10/1400
635,Branch installation,نصب انشعاب,1/4/2022,14/10/1400
636,Failure to register the national code,عدم ثبت کد ملی,1/5/2022,15/10/1400
637,Error in national code,خطا در کد ملی,1/5/2022,15/10/1400
638,Increment error,خطای افزایش,1/5/2022,15/10/1400
639,commission,کمیسون,1/5/2022,15/10/1400
640,Impossibility of creating a record,عدم امکان ایجاد سابقه,1/5/2022,15/10/1400
641,Failure to register the national application code,عدم ثبت کد ملی درخواست,1/5/2022,15/10/1400
642,Confirmation of meter purchase,تایید خرید کنتور,1/5/2022,15/10/1400
643,Change of representative,تغییر نماینده,1/5/2022,15/10/1400
644,purchase request,درخواست خرید,1/8/2022,18/10/1400
645,Purchase confirmation request,درخواست تایید خرید,1/8/2022,18/10/1400
646,Impossibility of creating a record,عدم امکان ایجاد سابقه,1/8/2022,18/10/1400
647,File request,بایگانی درخواست,1/8/2022,18/10/1400
648,Installation request,نصب درخواست,1/8/2022,18/10/1400
649,Installation submission error,خطای ارسال نصب,1/8/2022,18/10/1400
650,Installation request,نصب درخواست,1/8/2022,18/10/1400
651,Failure to register an application,عدم ثبت درخواست,1/8/2022,18/10/1400
652,Equipment price,قیمت تجهیزات,1/9/2022,19/10/1400
653,Meter fee return,بازگشت هزینه کنتور,1/9/2022,19/10/1400
654, Collect,جمع آوری ,1/9/2022,19/10/1400
655,Purchase confirmation request,درخواست تایید خرید,1/9/2022,19/10/1400
656,Lack of meter inventory,عدم موجودی کنتور,1/9/2022,19/10/1400
657,Purchase confirmation,تایید خرید,1/10/2022,20/10/1400
658,Direct purchase link,لینک خرید مستقیم,1/10/2022,20/10/1400
659,Impossibility of creating a record,عدم امکان ایجاد سابقه,1/10/2022,20/10/1400
660,Purchased meter,کنتور خریداری شده,1/10/2022,20/10/1400
661,No change in the contractor,عدم تغییر در پیمانکار,1/10/2022,20/10/1400
662,Branch cable,کابل انشعاب,1/10/2022,20/10/1400
663,Request changes,تغییرات درخواست,1/10/2022,20/10/1400
664,Exemption from payment of branching fee,معافیت در پرداخت هزینه انشعاب,1/10/2022,20/10/1400
665,Error creating record,خطای ایجاد سابقه,1/11/2022,21/10/1400
666,Increment error,خطای افزایش,1/11/2022,21/10/1400
667,Branching somewhere,جا به جایی انشعاب,1/11/2022,21/10/1400
668,change phone,تغییر تلفن,1/11/2022,21/10/1400
669,Collect request,جمع آوری درخواست,1/11/2022,21/10/1400
670,change phone,تغییر تلفن,1/11/2022,21/10/1400
671,agreement,توافق نامه,1/11/2022,21/10/1400
672,applying for,درخواست,1/11/2022,21/10/1400
673,Delete request,حذف درخواست,1/11/2022,21/10/1400
674,It is not possible to send a link,عدم امکان ارسال لینک,1/11/2022,21/10/1400
675,Error in national code,خطا در کد ملی,1/12/2022,22/10/1400
676,purchase request,درخواست خرید,1/12/2022,22/10/1400
677,Exemption,معافیت,1/12/2022,22/10/1400
678,Change in request,تغییر در درخواست,1/12/2022,22/10/1400
679,Power changes,تغییرات قدرت,1/12/2022,22/10/1400
680,change phone,تغییر تلفن,1/12/2022,22/10/1400
681,Commission change,تغیییر کمیسیون,1/12/2022,22/10/1400
682,Cable request,درخواست کابل,1/12/2022,22/10/1400
683,Failure to register the national application code,عدم ثبت کد ملی درخواست,1/12/2022,22/10/1400
684,Exemption from payment of branching fee,معافیت در پرداخت هزینه انشعاب,1/12/2022,22/10/1400
685,Exemption,معافیت,1/12/2022,22/10/1400
686,Failure to register the national code,عدم ثبت کد ملی,1/12/2022,22/10/1400
687,Changing the national code,تغییر کد ملی,1/12/2022,22/10/1400
688,National code error,خطای کد ملی,1/12/2022,22/10/1400
689,Failure to register the national application code,عدم ثبت کد ملی درخواست,1/12/2022,22/10/1400
690,Direct link,لینک ارسال مستقیم,1/15/2022,25/10/1400
691,Registration of exemption,ثبت معافیت,1/15/2022,25/10/1400
692,applying for,درخواست,1/15/2022,25/10/1400
693,Delete request,حذف درخواست,1/15/2022,25/10/1400
694,displacement,جابه جایی,1/15/2022,25/10/1400
695,Branching fee collection,جمع آوری هزینه انشعاب,1/15/2022,25/10/1400
696,Unable to send to installation,عدم امکان ارسال به نصب,1/15/2022,25/10/1400
697,National code error,خطای کد ملی,1/16/2022,26/10/1400
698,Request to change the requested branch name,درخواست تغییر نام انشعاب درخواستی,1/16/2022,26/10/1400
699,Branch cable,کابل انشعاب,1/16/2022,26/10/1400
700,Error in national code,خطا در کد ملی,1/16/2022,26/10/1400
701,Wrong national code,کد ملی اشتباه,1/16/2022,26/10/1400
702,Name change request,درخواست تغییر نام,1/16/2022,26/10/1400
703,Delete request,حذف درخواست,1/16/2022,26/10/1400
704,Approval of meter exemption,تایید معافیت کنتور,1/16/2022,26/10/1400
705,Rename request,تغییر نام درخواست,1/16/2022,26/10/1400
706,Replacement of equipment,تعویض لوازم,1/16/2022,26/10/1400
707,Phone error,خطای تلفن,1/16/2022,26/10/1400
708,meter,کنتور,1/17/2022,27/10/1400
709,My age system,سامانه سنم,1/17/2022,27/10/1400
710,Inventory of the district,موجودی ناحیه,1/17/2022,27/10/1400
711,Send direct link,ارسال لینک مستقیم,1/18/2022,28/10/1400
712,Purchased meter,کنتور خریداری شده,1/18/2022,28/10/1400
713,Direct link,لینک ارسال مستقیم,1/18/2022,28/10/1400
714,Request to change the requested branch name,درخواست تغییر نام انشعاب درخواستی,1/18/2022,28/10/1400
715,Branch cable,کابل انشعاب,1/18/2022,28/10/1400
716,Change phone number,تغییر شماره تلفن,1/18/2022,28/10/1400
717,It is not possible to send a link,عدم امکان ارسال لینک,1/18/2022,28/10/1400
718,Increment error,خطای افزایش,1/18/2022,28/10/1400
719,Change phone number,تغییر شماره تلفن,1/19/2022,29/10/1400
720,Change the name of the branch,تغییر نام انشعاب,1/19/2022,29/10/1400
721,Direct purchase link,لینک خرید مستقیم,1/19/2022,29/10/1400
722,Error creating record,خطای ایجاد سابقه,1/19/2022,29/10/1400
723,Request for exemption in direct purchase,درخواست معافیت در خرید مستقیم,1/19/2022,29/10/1400
724,Purchase of the meter by the applicant,خرید کنتور توسط متقاضی,1/19/2022,29/10/1400
725,Buy a meter,خرید کنتور,1/19/2022,29/10/1400
726,Installation submission error,خطای ارسال نصب,1/19/2022,29/10/1400
727,Error in national code,خطا در کد ملی,1/19/2022,29/10/1400
728,Purchase of the meter by the applicant,خرید کنتور توسط متقاضی,1/19/2022,29/10/1400
729,No meter,عدم وجود کنتور,1/22/2022,02/11/1400
730,Replacement of equipment,تعویض لوازم,1/22/2022,02/11/1400
731,agreement,توافق نامه,1/22/2022,02/11/1400
732,No information error,خطای عدم وجود اطلاعات,1/22/2022,02/11/1400
733, Collect,جمع آوری ,1/22/2022,02/11/1400
734,Moving the meter,جابه جایی کنتور,1/22/2022,02/11/1400
735,Branching fee collection,جمع آوری هزینه انشعاب,1/23/2022,03/11/1400
736,Failure to display the purchased meter,عدم نمایش کنتور خریداری شده,1/23/2022,03/11/1400
737,Failure to register equipment information,عدم ثبت اطلاعات تجهیز,1/23/2022,03/11/1400
738,Branch,انشعاب,1/23/2022,03/11/1400
739,Reduction of amperage,کاهش آمپراژ,1/23/2022,03/11/1400
740,Design Commission,کمسیون طرح,1/23/2022,03/11/1400
741,Request to change the requested branch name,درخواست تغییر نام انشعاب درخواستی,1/23/2022,03/11/1400
742,Cable assignment,اختصاص کابل,1/23/2022,03/11/1400
743,Record,ثبت,1/23/2022,03/11/1400
744,Failure to register an application,عدم ثبت درخواست,1/23/2022,03/11/1400
745,Rename request,تغییر نام درخواست,1/23/2022,03/11/1400
746,Record,ثبت,1/23/2022,03/11/1400
747,Request for exemption in direct purchase,درخواست معافیت در خرید مستقیم,1/23/2022,03/11/1400
748,Purchase confirmation request,درخواست تایید خرید,1/23/2022,03/11/1400
749,Exemption,معافیت,1/23/2022,03/11/1400
750,Rename request,تغییر نام درخواست,1/23/2022,03/11/1400
751,Branch cable,کابل انشعاب,1/24/2022,04/11/1400
752,Request for exemption in direct purchase,درخواست معافیت در خرید مستقیم,1/24/2022,04/11/1400
753,Confirmation of meter purchase,تایید خرید کنتور,1/24/2022,04/11/1400
754,the receipt,فیش,1/24/2022,04/11/1400
755,Cable assignment,اختصاص کابل,1/24/2022,04/11/1400
756,Approval of meter exemption,تایید معافیت کنتور,1/24/2022,04/11/1400
757,Change phone number,تغییر شماره تلفن,1/25/2022,05/11/1400
758,Request to change the requested branch name,درخواست تغییر نام انشعاب درخواستی,1/25/2022,05/11/1400
759,It is not possible to send a link,عدم امکان ارسال لینک,1/25/2022,05/11/1400
760,No meter,عدم وجود کنتور,1/25/2022,05/11/1400
761,Exemption,معافیت,1/25/2022,05/11/1400
762,Cable assignment,اختصاص کابل,1/25/2022,05/11/1400
763,name change,تغییر نام,1/25/2022,05/11/1400
764,Change of name in branch application,تغییر نام در درخواست انشعاب,1/25/2022,05/11/1400
765,Approval of meter exemption,تایید معافیت کنتور,1/25/2022,05/11/1400
766,Purchase confirmation request,درخواست تایید خرید,1/25/2022,05/11/1400
767,Equipment price,قیمت تجهیزات,1/26/2022,06/11/1400
768,Purchase of the meter by the applicant,خرید کنتور توسط متقاضی,1/26/2022,06/11/1400
769,Inventory of the district,موجودی ناحیه,1/26/2022,06/11/1400
770,My age system,سامانه سنم,1/26/2022,06/11/1400
771,Rename request,تغییر نام درخواست,1/26/2022,06/11/1400
772, Modify the receipt,اصلاح فیش ,1/29/2022,09/11/1400
773,Change in request,تغییر در درخواست,1/29/2022,09/11/1400
774,Purchase of the meter by the applicant,خرید کنتور توسط متقاضی,1/29/2022,09/11/1400
775,Buy a meter,خرید کنتور,1/29/2022,09/11/1400
776,Registration of exemption,ثبت معافیت,1/29/2022,09/11/1400
777,Branch cost modification,اصلاح هزینه انشعاب,1/29/2022,09/11/1400
778, Modify the receipt,اصلاح فیش ,1/29/2022,09/11/1400
779,It is not possible to send a link,عدم امکان ارسال لینک,1/29/2022,09/11/1400
780,Representative registration,ثبت نماینده,1/30/2022,10/11/1400
781,Branch installation,نصب انشعاب,1/30/2022,10/11/1400
782,Phone error,خطای تلفن,1/30/2022,10/11/1400
783, Collect,جمع آوری ,1/30/2022,10/11/1400
784,Buy a meter,خرید کنتور,1/30/2022,10/11/1400
785,Branch fee approval,تایید هزینه انشعاب,1/31/2022,11/11/1400
786,Branch installation,نصب انشعاب,1/31/2022,11/11/1400
787,Request power changes,تغییرات قدرت درخواست,1/31/2022,11/11/1400
788,Meter fee return,بازگشت هزینه کنتور,1/31/2022,11/11/1400
789,Counter payment return,بازگشت وجه کنتور,1/31/2022,11/11/1400
790,Request for exemption in direct purchase,درخواست معافیت در خرید مستقیم,1/31/2022,11/11/1400
791,Send direct link,ارسال لینک مستقیم,2/1/2022,12/11/1400
792,Branch cable,کابل انشعاب,2/1/2022,12/11/1400
793,Failure to record amperage increase,عدم ثبت افزایش آمپراژ,2/1/2022,12/11/1400
794,Change of name in branch application,تغییر نام در درخواست انشعاب,2/1/2022,12/11/1400
795,the receipt,فیش,2/1/2022,12/11/1400
796,Collect,جمع آوری,2/2/2022,13/11/1400
797,Request to change the requested branch name,درخواست تغییر نام انشعاب درخواستی,2/2/2022,13/11/1400
798,Cable request,درخواست کابل,2/2/2022,13/11/1400
799,meter,کنتور,2/2/2022,13/11/1400
800,Design Commission,کمسیون طرح,2/2/2022,13/11/1400
801,Registration of exemption,ثبت معافیت,2/2/2022,13/11/1400
802,Branch fee approval,تایید هزینه انشعاب,2/2/2022,13/11/1400
803,File request,بایگانی درخواست,2/2/2022,13/11/1400
804,Change the name of the branch,تغییر نام انشعاب,2/5/2022,16/11/1400
805,Buy a meter,خرید کنتور,2/5/2022,16/11/1400
806,My age system,سامانه سنم,2/5/2022,16/11/1400
807,Installation submission error,خطای ارسال نصب,2/5/2022,16/11/1400
808,Moving equipment,جابه جایی تجهیزات,2/5/2022,16/11/1400
809,Return from the purchase of the meter,بازگشت از خرید کنتور,2/5/2022,16/11/1400
810,Equipment price,قیمت تجهیزات,2/6/2022,17/11/1400
811,Equipment price,قیمت تجهیزات,2/6/2022,17/11/1400
812,Increase amperage,افزایش آمپراژ,2/6/2022,17/11/1400
813,Record error,خطای ثبت سابقه,2/6/2022,17/11/1400
814,Record error,خطای ثبت سابقه,2/6/2022,17/11/1400
815,Cable request,درخواست کابل,2/6/2022,17/11/1400
816,name change,تغییر نام,2/7/2022,18/11/1400
817,Request for exemption in direct purchase,درخواست معافیت در خرید مستقیم,2/7/2022,18/11/1400
818,Request error,خطا درخواست,2/7/2022,18/11/1400
819,Moving equipment,جابه جایی تجهیزات,2/8/2022,19/11/1400
820,Failure to display the purchased meter,عدم نمایش کنتور خریداری شده,2/8/2022,19/11/1400
